FID,parada,descricao,situacao,estrutura_de_paragem,tipo,geo_ponto_rede_pto
Paradas de onibus.fid-70332a8e_1869e51a008_472b,6966,Antes da Alça do Viaduto,ATIVA,SEM ESTRUTURA,Padrão,POINT (181289.93184091977 8223373.109774053)
Paradas de onibus.fid-70332a8e_1869e51a008_472c,8008,"Polo JK, Trecho 02, Conjunto 04, Em frente ao Atacadão Ultrabox",ATIVA,,Tipo C,POINT (182120.64713150088 8223370.358380704)
Paradas de onibus.fid-70332a8e_1869e51a008_472d,6993,Lado Oposto ao Atacadista Ultrabox - Casa Vermelha,ATIVA,SEM ESTRUTURA,Habitual,POINT (182289.51638378302 8223339.658835095)
Paradas de onibus.fid-70332a8e_1869e51a008_472e,6968,"Trecho 02, Conjunto 04 - Lote 01/04 - Atacadão Ultrabox",ATIVA,SEM ESTRUTURA,Habitual,POINT (182154.87826368422 8223367.00104253)
Paradas de onibus.fid-70332a8e_1869e51a008_472f,6992,Lado Oposto a Litoral Pescados (baia),ATIVA,SEM ESTRUTURA,Habitual,POINT (182424.496539986 8223497.415703541)
Paradas de onibus.fid-70332a8e_1869e51a008_4730,6967,"Trecho 02, Conjunto 02 - Lado Oposto a Madeireira Araujo",ATIVA,SEM ESTRUTURA,Habitual,POINT (181904.79319492797 8223363.971401876)
Paradas de onibus.fid-70332a8e_1869e51a008_4731,6969,"Trecho 02, Conjunto 04 - Lote 05/07 - Litoral Pescado",ATIVA,SEM ESTRUTURA,Habitual,POINT (182382.55057098862 8223446.040188291)
Paradas de onibus.fid-70332a8e_1869e51a008_4732,7674,SETOR CENTRAL - AVENIDA PRINCIPAL - CENTRO ESPORTIVO,ATIVA,,Tipo C,POINT (172470.58354115888 8227300.627311536)
Paradas de onibus.fid-70332a8e_1869e51a008_4733,7675,SETOR CENTRAL - AVENIDA PRINCIPAL - LOTES 09/10 - COL�GIO VIT�RIA,ATIVA,,Tipo C,POINT (172465.84791471146 8226938.882166398)
Paradas de onibus.fid-70332a8e_1869e51a008_4734,1943,AO LADO DO ESTADIO BEZERRAO ST. INDUST.,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (172264.9507236373 8227527.431509942)
Paradas de onibus.fid-70332a8e_1869e51a008_4735,1859,EM FRENTE A QUADRA 02 -  CONJ. H - CASA 222 SHIS NORTE ST. NORTE,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (172494.851533256 8227945.0514416965)
Paradas de onibus.fid-70332a8e_1869e51a008_4736,1860,EM FRENTE A QUADRA 01 - CONJ.  A  - CASA 408 ST. CENTRAL,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (172246.38636091654 8227555.00236356)
Paradas de onibus.fid-70332a8e_1869e51a008_4737,1873,EM FRENTE A GARAGEM VIPLAN ST. INDUST.,ATIVA,ACOSTAMENTO OU BAIA,Cemusa,POINT (172533.82099036925 8228140.920446568)
Paradas de onibus.fid-70332a8e_1869e51a008_4738,4543,CENTRO DE INSTRUCAO E ADESTRAMENTO DA MARINHA BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (180928.42472196463 8227041.251758898)
Paradas de onibus.fid-70332a8e_1869e51a008_4739,4548,LADO OPOSTO CENTRO DE INSTRUCAO E ADESTRAMENTO DA MARINHA BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (180908.9697331441 8226934.428577644)
Paradas de onibus.fid-70332a8e_1869e51a008_473a,4547,EM FRENTE AREA COMERCIAL 419 BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (180775.95270679874 8227565.62171193)
Paradas de onibus.fid-70332a8e_1869e51a008_473b,4554,LADO OPOSTO A AREA COMERCIAL 419 BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (180816.35300281353 8227566.449188417)
Paradas de onibus.fid-70332a8e_1869e51a008_473c,4541,GALPAO SIQUEIRA CAMPOS BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181254.88132406306 8225098.573108854)
Paradas de onibus.fid-70332a8e_1869e51a008_473d,6977,Deposito Home Center Tend Tudo,ATIVA,SEM ESTRUTURA,Habitual,POINT (181348.43348534784 8225448.603942228)
Paradas de onibus.fid-70332a8e_1869e51a008_473e,4551,LADO OPOSTO GALPAO DO ANTIGO PRO DF BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181150.89072267798 8224682.6750286305)
Paradas de onibus.fid-70332a8e_1869e51a008_473f,4549,LADO OPOSTO AO MONUMENTO CHIFRUDO BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181130.9606949867 8225885.975334097)
Paradas de onibus.fid-70332a8e_1869e51a008_4740,6981,"Trecho 01, Conjunto 09 - Lote 01 - Triade Móveis e Objetos",ATIVA,SEM ESTRUTURA,Habitual,POINT (181442.16468391224 8224769.223901248)
Paradas de onibus.fid-70332a8e_1869e51a008_4741,6975,Capital Lajes,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (181275.0787402857 8224881.2426417)
Paradas de onibus.fid-70332a8e_1869e51a008_4742,6979,"Trecho 01, Conjunto 03 - Antigo Frigorífico",ATIVA,SEM ESTRUTURA,Habitual,POINT (181485.92028959014 8225454.657276346)
Paradas de onibus.fid-70332a8e_1869e51a008_4743,6980,"Trecho 01, Conjunto 05 - Lote 11 - Trilix",ATIVA,SEM ESTRUTURA,Habitual,POINT (181432.64398333663 8225077.173746046)
Paradas de onibus.fid-70332a8e_1869e51a008_4744,4539,EM FRENTE FABRICA DE REFRIGERANTES CERRADINHO BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181143.2376842203 8224252.49234237)
Paradas de onibus.fid-70332a8e_1869e51a008_4745,4540,EM FRENTE GALPAO DO ANTIGO PRO-DF BR-040,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181202.12335942237 8224670.498104072)
Paradas de onibus.fid-70332a8e_1869e51a008_4746,4542,EM FRENTE AO MONUMENTO CHIFRUDO BR-040,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (181206.00809971767 8225789.375682891)
Paradas de onibus.fid-70332a8e_1869e51a008_4747,6356,Trecho 01 - Conjunto 04 - Slavieiro / BTHeck BR - 040 / Pólo JK,ATIVA,SEM ESTRUTURA,Habitual,POINT (181258.12389618187 8225319.291736609)
Paradas de onibus.fid-70332a8e_1869e51a008_4748,6357,Lado Oposto a União Química Farmacêutica BR - 040 / Pólo JK,ATIVA,SEM ESTRUTURA,Padrão,POINT (181210.1126857787 8225265.322084354)
Paradas de onibus.fid-70332a8e_1869e51a008_4749,6976,"Trecho 01, Conjunto 04 - Lote 01 - Slavieiro Caminhões Ford",ATIVA,SEM ESTRUTURA,Habitual,POINT (181325.44051621534 8225283.919592014)
Paradas de onibus.fid-70332a8e_1869e51a008_474a,6972,"Trecho 01, Conjunto 11 - Lote 01  - Fábrica de Ferragens SH",ATIVA,SEM ESTRUTURA,Habitual,POINT (181638.99003373669 8224001.661611237)
Paradas de onibus.fid-70332a8e_1869e51a008_474b,6978,"Trecho 01, Conjunto 01 - Lote 01 - Fábrica FABE",ATIVA,SEM ESTRUTURA,Habitual,POINT (181385.23275937838 8225720.025942732)
Paradas de onibus.fid-70332a8e_1869e51a008_474c,4550,LADO OPOSTO GALPAO SIQUEIRA CAMPOS BR-040,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (181186.03064122034 8224924.67009344)
Paradas de onibus.fid-70332a8e_1869e51a008_474d,7626,QUADRA 619/621 - ESCOLA CLASSE 619,ATIVA,,Tipo C,POINT (165534.04242228798 8241785.682552556)
Paradas de onibus.fid-70332a8e_1869e51a008_474e,4207,QUADRA 623 CONJ 02 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Tipo C,POINT (165152.1667603042 8241601.445811621)
Paradas de onibus.fid-70332a8e_1869e51a008_474f,4228,QUADRA 425 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (164828.29835511546 8241380.418669081)
Paradas de onibus.fid-70332a8e_1869e51a008_4750,4208,QUADRA 625 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (164814.55769479653 8241435.01347444)
Paradas de onibus.fid-70332a8e_1869e51a008_4751,4206,ENTRE QUADRAS 621/619 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (165534.16734558257 8241786.954546585)
Paradas de onibus.fid-70332a8e_1869e51a008_4752,4229,ENTRE QUADRA 423/425 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Tradicional,POINT (165173.97843858652 8241553.090934635)
Paradas de onibus.fid-70332a8e_1869e51a008_4753,4230,ENTRE QUADRAS 419/421 2 AV. NORTE,ATIVA,SEM ESTRUTURA,Tipo C,POINT (165545.7672779808 8241735.657710896)
Paradas de onibus.fid-70332a8e_1869e51a008_4754,2659,ENTRE BL. 1125/1105 AV. CENTRAL,ATIVA,SEM ESTRUTURA,Cemusa,POINT (181732.13798565714 8242979.142321556)
Paradas de onibus.fid-70332a8e_1869e51a008_4755,2652,ENTRE BL. 1124/1120 - COMERCIO AV. CENTRAL,ATIVA,SEM ESTRUTURA,Cemusa,POINT (181735.37614754325 8242947.771280798)
Paradas de onibus.fid-70332a8e_1869e51a008_4756,7627,QR 425 - CONJUNTO 04 - SERRALHERIA,ATIVA,,Tipo C,POINT (164967.8839885745 8240893.869066957)
Paradas de onibus.fid-70332a8e_1869e51a008_4757,4168,QUADRA 225 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Canalete 90,POINT (165135.5589403892 8240748.036297864)
Paradas de onibus.fid-70332a8e_1869e51a008_4758,4210,QUADRA 425 CONJ 04 CASA 22 VIA LIGACAO,ATIVA,SEM ESTRUTURA,Tradicional,POINT (164967.40311243595 8240892.88802404)
Paradas de onibus.fid-70332a8e_1869e51a008_4759,4159,ENTRE QUADRAS 421/423 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (165678.4096286741 8241080.707712189)
Paradas de onibus.fid-70332a8e_1869e51a008_475a,4160,QUADRA 423 - FINAL DA QUADRA 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (165415.33669044514 8240950.451302021)
Paradas de onibus.fid-70332a8e_1869e51a008_475b,4161,QUADRA 425 - FINAL DA QUADRA 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Placa,POINT (165128.95315858745 8240808.668517903)
Paradas de onibus.fid-70332a8e_1869e51a008_475c,4170,LADO OPOSTO QUADRA 421/423 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Tipo C,POINT (165688.26835793757 8241021.928543488)
Paradas de onibus.fid-70332a8e_1869e51a008_475d,4169,QUADRA 223 CONJ.02 CASA 04 1 AV. NORTE,ATIVA,SEM ESTRUTURA,Padrão,POINT (165451.35770020954 8240904.925010424)
Paradas de onibus.fid-70332a8e_1869e51a008_475e,4209,LADO OPOSTO QUADRA 425 CONJ 01 CASA 17 VIA LIGACAO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (164737.4043676908 8241079.140682923)
Paradas de onibus.fid-70332a8e_1869e51a008_475f,4211,QUADRA 425 CONJ I LOTE 17 VIA LIGACAO,ATIVA,SEM ESTRUTURA,Padrão,POINT (164804.89440747252 8241120.332440093)
Paradas de onibus.fid-70332a8e_1869e51a008_4760,2578,SMPW QD. 22 LATERAL CONJ. 2 LOTE 1 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (186642.42938078596 8240013.34162022)
Paradas de onibus.fid-70332a8e_1869e51a008_4761,2590,SMPW QD. 19 PARK WAY,ATIVA,SEM ESTRUTURA,Habitual,POINT (185318.82529976266 8240288.481116925)
Paradas de onibus.fid-70332a8e_1869e51a008_4762,2577,SMPW QD. 20 LATERAL CONJ. 2 LOTE 1 PARK WAY,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (186024.1601525949 8240132.730506145)
Paradas de onibus.fid-70332a8e_1869e51a008_4763,2576,SMPW QD. 18 LATERAL CONJ. 1 LOTE 1 PARK WAY,ATIVA,SEM ESTRUTURA,Habitual,POINT (185316.4518536168 8240280.269238012)
Paradas de onibus.fid-70332a8e_1869e51a008_4764,2587,SMPW QD. 21 LATERAL CONJ. 1 LOTE 1 PARK WAY,ATIVA,SEM ESTRUTURA,Padrão,POINT (186650.37913111737 8240028.510441695)
Paradas de onibus.fid-70332a8e_1869e51a008_4765,2588,SMPW QD. 19 LATERAL CONJ. 3 LOTE 1 PARK WAY,ATIVA,SEM ESTRUTURA,Tipo C,POINT (185931.06586591096 8240171.740139575)
Paradas de onibus.fid-70332a8e_1869e51a008_4766,2589,EM FRENTE A SMPW QD. 19 CONJ. 1 LOTE 3 PARK WAY,ATIVA,SEM ESTRUTURA,Padrão,POINT (185525.99646045355 8240248.799325888)
Paradas de onibus.fid-70332a8e_1869e51a008_4767,7587,QR 418 - CONJUNTO O,ATIVA,,Tipo C,POINT (176031.5546019617 8226136.4898720365)
Paradas de onibus.fid-70332a8e_1869e51a008_4768,4311,EM FRENTE A QUADRA 307 STM,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (176232.57116638368 8225368.193765099)
Paradas de onibus.fid-70332a8e_1869e51a008_4769,4310,EM FRENTE A QUADRA 308 STM,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (176501.00949536724 8225588.700104602)
Paradas de onibus.fid-70332a8e_1869e51a008_476a,4325,EM FRENTE A QUADRA 407 STM,ATIVA,SEM ESTRUTURA,Padrão,POINT (176258.0789572632 8225341.95928466)
Paradas de onibus.fid-70332a8e_1869e51a008_476b,4326,EM FRENTE A QUADRA 408 STM,ATIVA,SEM ESTRUTURA,Padrão,POINT (176554.16878677445 8225580.205859799)
Paradas de onibus.fid-70332a8e_1869e51a008_476c,4265,LADO OPOSTO A QUADRA 209 ALAGADO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (176383.23546254303 8226407.941008021)
Paradas de onibus.fid-70332a8e_1869e51a008_476d,4266,EM FRENTE A CL 108 ALAGADO,ATIVA,SEM ESTRUTURA,Padrão,POINT (176120.98815185548 8226230.687494107)
Paradas de onibus.fid-70332a8e_1869e51a008_476e,4267,EM FRENTE CL 107 LO EQ 208/207 ALAGADO,ATIVA,SEM ESTRUTURA,Padrão,POINT (175955.24541536637 8226115.221259993)
Paradas de onibus.fid-70332a8e_1869e51a008_476f,4287,EM FRENTE CL 209 APOS CEF 209 ALAGADO,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (176389.29274270666 8226370.616791026)
Paradas de onibus.fid-70332a8e_1869e51a008_4770,4268,LADO OPOSTO AO COMERCIO LOCAL DA QUADRA  206 ALAGADO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (175803.10584090388 8225994.36039721)
Paradas de onibus.fid-70332a8e_1869e51a008_4771,4285,CL 207 APOS TER ALAGADO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (175835.8722379008 8225975.923562852)
Paradas de onibus.fid-70332a8e_1869e51a008_4772,4286,EM FRENTE CL 208 APOS CEE 01 ALAGADO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (176167.09558222129 8226217.2600547075)
Paradas de onibus.fid-70332a8e_1869e51a008_4773,1880,LADO OPOSTO POSTO DE SAUDE NUMERO 1 CONTORNO,ATIVA,SEM ESTRUTURA,Habitual,POINT (169797.8605076734 8226323.858285443)
Paradas de onibus.fid-70332a8e_1869e51a008_4774,1884,POSTO DE SAUDE NUMERO 1 CONTORNO,ATIVA,SEM ESTRUTURA,Habitual,POINT (169815.36678334954 8226327.852150269)
Paradas de onibus.fid-70332a8e_1869e51a008_4775,1881,LADO OPOSTO SETOR SUL - QUADRA06 CONJ.  D CONTORNO,ATIVA,SEM ESTRUTURA,Placa,POINT (169677.07666037104 8226105.122348029)
Paradas de onibus.fid-70332a8e_1869e51a008_4776,4280,EM FRENTE AO COMERCIO LOCAL DA QUADRA 202 ALAGADO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (175320.64008383133 8224284.14446912)
Paradas de onibus.fid-70332a8e_1869e51a008_4777,4281,EM FRENTE AO COMERCIO LOCAL DA QUADRA 203 ALAGADO,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (175317.12806718238 8224601.527086873)
Paradas de onibus.fid-70332a8e_1869e51a008_4778,4273,CL 102 ALAGADO,ATIVA,SEM ESTRUTURA,Padrão,POINT (175283.02138825977 8224345.890273534)
Paradas de onibus.fid-70332a8e_1869e51a008_4779,4272,LADO OPOSTO AO COMERCIO LOCAL DA QUADRA 203 ALAGADO,ATIVA,SEM ESTRUTURA,Canalete 90,POINT (175283.44605579483 8224564.116236494)
Paradas de onibus.fid-70332a8e_1869e51a008_477a,4349,LADO OPOSTO A DVO CASA 20 FRENTE DO SUPERMERCADO TATICO BR-290,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (175407.0901526648 8223286.518211318)
Paradas de onibus.fid-70332a8e_1869e51a008_477b,4347,LADO OPOSTO AO POSTO DE COMBUSTIVEL -  POSTO TEXACO ANTES DO BALAO BR-290,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (175815.85634362977 8223315.628526523)
Paradas de onibus.fid-70332a8e_1869e51a008_477c,4277,LO AC 200 LOTE C ALAGADO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (175565.80003127333 8223482.21003865)
Paradas de onibus.fid-70332a8e_1869e51a008_477d,4276,FRENTE A AC 200 LOTE C ALAGADO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (175543.9130507164 8223444.988675208)
Paradas de onibus.fid-70332a8e_1869e51a008_477e,6252,Chácara 92 - Lado Oposto ao Comércio Local Avenida Principal- ARNIQU,ATIVA,SEM ESTRUTURA,Padrão,POINT (177974.61052057016 8243833.287257896)
Paradas de onibus.fid-70332a8e_1869e51a008_477f,6253,Chácara 89/1. Condomínio Residencial Boa Vista AVENIDA PRINCIPAL- ARNIQU,ATIVA,SEM ESTRUTURA,Padrão,POINT (177244.8735465198 8243062.655425666)
Paradas de onibus.fid-70332a8e_1869e51a008_4780,5372,SMPW QD 04 CONJ 05 CHACARA 100 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Placa,POINT (177714.0898651914 8243532.722744621)
Paradas de onibus.fid-70332a8e_1869e51a008_4781,5373,SMPW QD 04 CONJ 05 CHACARA 89/3 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Placa,POINT (177416.08907888996 8243227.934123732)
Paradas de onibus.fid-70332a8e_1869e51a008_4782,5379,COLONIA AGRICOLA ARNIQUEIRAS CH 86 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Tipo C,POINT (177549.03717694053 8243334.785871373)
Paradas de onibus.fid-70332a8e_1869e51a008_4783,5380,COLONIA AGRICOLA ARNIQUEIRA CH 84 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Placa,POINT (177732.6295164588 8243537.266479593)
Paradas de onibus.fid-70332a8e_1869e51a008_4784,5381,COLONIA AGRICOLA ARNIQUEIRA CH 79 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Habitual,POINT (178131.80895769966 8243996.855903103)
Paradas de onibus.fid-70332a8e_1869e51a008_4785,6254,Chácara 89. Próximo ao Supermercado Floresta AVENIDA PRINCIPAL- ARNIQU,ATIVA,SEM ESTRUTURA,Padrão,POINT (177272.658705501 8243074.16707274)
Paradas de onibus.fid-70332a8e_1869e51a008_4786,5378,COLONIA AGRICOLA ARNIQUEIRAS CH 87 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Habitual,POINT (177429.82917544467 8243224.590783891)
Paradas de onibus.fid-70332a8e_1869e51a008_4787,5370,EM FRENTE AO RESIDENCIAL PARAISO ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Habitual,POINT (178109.55418239636 8243985.64553021)
Paradas de onibus.fid-70332a8e_1869e51a008_4788,5371,SMPW QD 04 CONJ 05 CHACARA 90 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Habitual,POINT (177893.37103986958 8243733.534754346)
Paradas de onibus.fid-70332a8e_1869e51a008_4789,7696,ADE - POSTO IPIRANGA,ATIVA,,Tipo C,POINT (178178.31635060464 8242436.433213935)
Paradas de onibus.fid-70332a8e_1869e51a008_478a,4027,QN 01 CONJ. 16 CASA 13 APOS A PASSARELA DF 075,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178116.6313899585 8242252.40385454)
Paradas de onibus.fid-70332a8e_1869e51a008_478b,4028,QN 01 CONJ. 31 CASA 24 DF 075,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178483.16739110576 8242291.037774322)
Paradas de onibus.fid-70332a8e_1869e51a008_478c,6070,LADO DA QUADRA QN1 AVENIDA CENTRO,ATIVA,SEM ESTRUTURA,Tipo C,POINT (178659.03646109236 8242142.096728635)
Paradas de onibus.fid-70332a8e_1869e51a008_478d,3975,EM FRENTE A QN 01 CONJ. 19 LOTE 08 INTERNA,ATIVA,SEM ESTRUTURA,Placa,POINT (178432.2429671656 8242033.840993198)
Paradas de onibus.fid-70332a8e_1869e51a008_478e,3976,QN 01 - EM FRENTE A PRACA / CEF TELEBASILIA INTERNA,ATIVA,ACOSTAMENTO OU BAIA,Concreto,POINT (178163.9019875701 8242009.823545145)
Paradas de onibus.fid-70332a8e_1869e51a008_478f,6051,PRODF RIACHO FUNDO I EPNB,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178942.04751602706 8242345.131451423)
Paradas de onibus.fid-70332a8e_1869e51a008_4790,6066,FRETE A ADE CONJUNTO 23 EPNB,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178784.2406667385 8242380.171915398)
Paradas de onibus.fid-70332a8e_1869e51a008_4791,6067,FRENTE A ADE CONJUNTO 22 EPNB,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178423.39017570496 8242343.58633894)
Paradas de onibus.fid-70332a8e_1869e51a008_4792,6068,FRENTE A ADE CONJUNTO 21. ANTES DA PASSARELA EPNB,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (178110.1948812293 8242309.62112226)
Paradas de onibus.fid-70332a8e_1869e51a008_4793,7015,BRT Granja do Ipê,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (181395.19072626674 8237294.048624429)
Paradas de onibus.fid-70332a8e_1869e51a008_4794,7016,Em frente ao BRT Granja do Ipê,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181377.4636429153 8237318.919457788)
Paradas de onibus.fid-70332a8e_1869e51a008_4795,7017,Em frente ao BRT Granja do Ipê,ATIVA,ACOSTAMENTO OU BAIA,Padrão,POINT (181448.76885132137 8237315.876749451)
Paradas de onibus.fid-70332a8e_1869e51a008_4796,7014,BRT Granja do Ipê,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (181427.6021846331 8237338.366332808)
Paradas de onibus.fid-70332a8e_1869e51a008_4797,2630,SMPW - Q.08 CONJ.03 - PASSARELA - GRANJA DO IPE EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (181445.348517243 8237426.309695847)
Paradas de onibus.fid-70332a8e_1869e51a008_4798,2640,SMPW - Q.26 CONJS. 04/05 - PASSARELA - GRANJA DO IPE EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (181532.1792658753 8237465.419781757)
Paradas de onibus.fid-70332a8e_1869e51a008_4799,2637,SMPW - Q.27 CONJ.03 LOTE 08 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180561.8380337038 8235915.683542613)
Paradas de onibus.fid-70332a8e_1869e51a008_479a,2632,SMPW - Q.08 CONJ. 04 LOTE 04 - ANTES DO POSTO DA PM EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180581.08979103802 8236023.853219002)
Paradas de onibus.fid-70332a8e_1869e51a008_479b,2639,SMPW - Q.27 CONJ 1 LOTE 6 - COND. ITACARE EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (181073.92333767493 8236737.486012342)
Paradas de onibus.fid-70332a8e_1869e51a008_479c,2638,SMPW - Q.27 CONJ.02 LOTE 04 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180776.9256214694 8236242.197581694)
Paradas de onibus.fid-70332a8e_1869e51a008_479d,2631,SMPW - Q.08 CONJ. 04 LOTES 01 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180711.7058297362 8236250.928831704)
Paradas de onibus.fid-70332a8e_1869e51a008_479e,7018,BRT Catetinho,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (180075.38291242032 8235184.525705615)
Paradas de onibus.fid-70332a8e_1869e51a008_479f,7019,BRT Catetinho,ATIVA,ACOSTAMENTO OU BAIA,Estação BRT,POINT (180046.80791239117 8235145.235080575)
Paradas de onibus.fid-70332a8e_1869e51a008_47a0,7706,DF 003 - RESIDENCIAL WALTER FIGUEIREDO - SMPW - TRECHO 02 - QUADRA 08 - CONJUNTO 04,ATIVA,,Tipo C,POINT (180718.44937186223 8236268.417613199)
Paradas de onibus.fid-70332a8e_1869e51a008_47a1,1937,APOS ENTRADA DA RODOVIA SENTIDO BR 040/ DF 065 KM 0 DF 065,ATIVA,ACOSTAMENTO OU BAIA,Placa,POINT (179279.24336421635 8234742.251152673)
Paradas de onibus.fid-70332a8e_1869e51a008_47a2,2027,ANTES SAIDA PARA A RODOVIA SENTIDO DF 065/ BR 040 DF 065,ATIVA,ACOSTAMENTO OU BAIA,Habitual,POINT (179302.1454118251 8234625.718864418)
Paradas de onibus.fid-70332a8e_1869e51a008_47a3,2633,SMPW - Q.08 CONJ. 05 LOTE 01 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180335.9737964676 8235638.7942638425)
Paradas de onibus.fid-70332a8e_1869e51a008_47a4,2635,SMPW - Q.27 CONJ.03 LOTE 03 - RESERVATORIO DA CAESB EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180027.1382959119 8235048.219366759)
Paradas de onibus.fid-70332a8e_1869e51a008_47a5,2636,SMPW - Q.27 CONJ. 03 LOTE 03 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180374.32063454215 8235606.910898057)
Paradas de onibus.fid-70332a8e_1869e51a008_47a6,2634,SMPW - Q.08 CONJ.05 LOTE 07 EPIA -DF 03,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (180028.8162457062 8235161.903830592)
Paradas de onibus.fid-70332a8e_1869e51a008_47a7,5352,QS 10 RUA 220 A CASA 14 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Placa,POINT (176352.77360020997 8243413.743592972)
Paradas de onibus.fid-70332a8e_1869e51a008_47a8,5353,QS 11 CONJ A LOTE 10 ARNIQUEIRAS,ATIVA,SEM ESTRUTURA,Habitual,POINT (176506.46558621526 8243331.795073159)
Paradas de onibus.fid-70332a8e_1869e51a008_47a9,7693,ARNIQUEIRAS - CONJUNTO 06 - PARQUE AREAL,ATIVA,,Tipo C,POINT (176239.1808716468 8244522.178837068)
Paradas de onibus.fid-70332a8e_1869e51a008_47aa,7694,ARNIQUEIRAS - CONJUNTO 05 - CH�CARA 19 - LOTE 03,ATIVA,,Tipo C,POINT (176380.2772343192 8244916.332273297)
Paradas de onibus.fid-70332a8e_1869e51a008_47ab,5335,AREAL - QS 7 PRACA 400 AV AGUAS CLARAS,ATIVA,ACOSTAMENTO OU BAIA,Tipo C,POINT (176069.03474422288 8243701.8234513635)
